LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,night_bus_stop_count,night_tube_station_count,night_transit_score
E01003051,Lambeth 018C,E02000635,Lambeth 018,E09000022,Lambeth,E12000007,London,1643,1641,2,89.6,675,2.4,0,0,0
E01003052,Lambeth 016C,E02000633,Lambeth 016,E09000022,Lambeth,E12000007,London,1821,1821,0,144.6,758,2.4,0,0,0
E01003053,Lambeth 015B,E02000632,Lambeth 015,E09000022,Lambeth,E12000007,London,1728,1724,4,149.1,757,2.3,1,0,1
E01003054,Lambeth 015C,E02000632,Lambeth 015,E09000022,Lambeth,E12000007,London,1832,1825,7,208.9,819,2.2,1,0,1
E01003055,Lambeth 016D,E02000633,Lambeth 016,E09000022,Lambeth,E12000007,London,1490,1464,26,108.9,790,1.9,1,0,1
E01003056,Lambeth 015D,E02000632,Lambeth 015,E09000022,Lambeth,E12000007,London,1935,1929,6,232.9,838,2.3,0,0,0
E01003057,Lambeth 017D,E02000634,Lambeth 017,E09000022,Lambeth,E12000007,London,1678,1676,2,174.2,724,2.3,2,0,2
E01003058,Lambeth 015E,E02000632,Lambeth 015,E09000022,Lambeth,E12000007,London,1931,1922,9,212.0,820,2.3,0,0,0
E01003059,Lambeth 011D,E02000628,Lambeth 011,E09000022,Lambeth,E12000007,London,1634,1592,42,211.1,625,2.5,1,0,1
E01003060,Lambeth 011E,E02000628,Lambeth 011,E09000022,Lambeth,E12000007,London,1558,1558,0,182.9,632,2.5,2,0,2
E01003061,Lambeth 011F,E02000628,Lambeth 011,E09000022,Lambeth,E12000007,London,1246,1242,4,156.9,568,2.2,5,0,5
E01003062,Lambeth 033A,E02000650,Lambeth 033,E09000022,Lambeth,E12000007,London,1668,1668,0,123.0,795,2.1,0,0,0
E01003063,Lambeth 033B,E02000650,Lambeth 033,E09000022,Lambeth,E12000007,London,1432,1432,0,116.3,664,2.2,0,0,0
E01003064,Lambeth 028A,E02000645,Lambeth 028,E09000022,Lambeth,E12000007,London,1536,1536,0,100.7,660,2.3,2,0,2
E01003065,Lambeth 031A,E02000648,Lambeth 031,E09000022,Lambeth,E12000007,London,1472,1472,0,120.2,666,2.2,0,0,0
E01003066,Lambeth 028B,E02000645,Lambeth 028,E09000022,Lambeth,E12000007,London,1688,1688,0,49.0,741,2.3,2,0,2
E01003067,Lambeth 033C,E02000650,Lambeth 033,E09000022,Lambeth,E12000007,London,1471,1471,0,98.0,599,2.5,2,0,2
E01003068,Lambeth 031B,E02000648,Lambeth 031,E09000022,Lambeth,E12000007,London,1592,1592,0,89.4,657,2.4,2,0,2
E01003069,Lambeth 033D,E02000650,Lambeth 033,E09000022,Lambeth,E12000007,London,1361,1361,0,57.9,520,2.6,3,0,3
E01003070,Lambeth 033E,E02000650,Lambeth 033,E09000022,Lambeth,E12000007,London,1492,1492,0,116.5,655,2.3,0,0,0
E01003071,Lambeth 018D,E02000635,Lambeth 018,E09000022,Lambeth,E12000007,London,2278,2278,0,128.3,1004,2.3,1,0,1
E01003072,Lambeth 014A,E02000631,Lambeth 014,E09000022,Lambeth,E12000007,London,1848,1846,2,89.0,769,2.4,4,0,4
E01003073,Lambeth 014B,E02000631,Lambeth 014,E09000022,Lambeth,E12000007,London,1697,1697,0,100.5,698,2.4,0,0,0
E01003074,Lambeth 018E,E02000635,Lambeth 018,E09000022,Lambeth,E12000007,London,2364,2347,17,33.2,1096,2.1,8,0,8
E01003075,Lambeth 009C,E02000626,Lambeth 009,E09000022,Lambeth,E12000007,London,1633,1614,19,209.1,685,2.4,0,0,0
E01003076,Lambeth 014C,E02000631,Lambeth 014,E09000022,Lambeth,E12000007,London,1915,1887,28,50.9,836,2.3,3,0,3
E01003077,Lambeth 014D,E02000631,Lambeth 014,E09000022,Lambeth,E12000007,London,1792,1792,0,173.3,786,2.3,0,0,0
E01003078,Lambeth 014E,E02000631,Lambeth 014,E09000022,Lambeth,E12000007,London,1580,1576,4,75.7,634,2.5,2,0,2
E01003079,Lambeth 027A,E02000644,Lambeth 027,E09000022,Lambeth,E12000007,London,1797,1709,88,81.1,757,2.3,1,0,1
E01003080,Lambeth 027B,E02000644,Lambeth 027,E09000022,Lambeth,E12000007,London,1603,1599,4,125.6,663,2.4,1,0,1
E01003081,Lambeth 028C,E02000645,Lambeth 028,E09000022,Lambeth,E12000007,London,1783,1766,17,86.8,768,2.3,3,0,3
E01003082,Lambeth 031C,E02000648,Lambeth 031,E09000022,Lambeth,E12000007,London,1452,1446,6,115.7,651,2.2,2,0,2
E01003083,Lambeth 030A,E02000647,Lambeth 030,E09000022,Lambeth,E12000007,London,1508,1459,49,101.7,594,2.5,1,0,1
E01003084,Lambeth 030B,E02000647,Lambeth 030,E09000022,Lambeth,E12000007,London,1611,1603,8,114.2,673,2.4,3,0,3
E01003085,Lambeth 030C,E02000647,Lambeth 030,E09000022,Lambeth,E12000007,London,1734,1734,0,77.1,697,2.5,2,0,2
E01003086,Lambeth 031D,E02000648,Lambeth 031,E09000022,Lambeth,E12000007,London,1611,1611,0,110.6,647,2.5,3,0,3
E01003087,Lambeth 031E,E02000648,Lambeth 031,E09000022,Lambeth,E12000007,London,1664,1562,102,125.6,611,2.6,6,0,6
E01003088,Lambeth 010A,E02000627,Lambeth 010,E09000022,Lambeth,E12000007,London,1817,1817,0,192.5,737,2.5,0,0,0
E01003089,Lambeth 008A,E02000625,Lambeth 008,E09000022,Lambeth,E12000007,London,1874,1874,0,141.3,689,2.7,4,0,4
E01003090,Lambeth 012D,E02000629,Lambeth 012,E09000022,Lambeth,E12000007,London,2279,2279,0,161.4,1043,2.2,4,1,7
E01003091,Lambeth 008B,E02000625,Lambeth 008,E09000022,Lambeth,E12000007,London,1667,1667,0,207.3,668,2.5,1,0,1
E01003092,Lambeth 008C,E02000625,Lambeth 008,E09000022,Lambeth,E12000007,London,1787,1738,49,113.3,717,2.4,0,0,0
E01003093,Lambeth 010B,E02000627,Lambeth 010,E09000022,Lambeth,E12000007,London,2371,2305,66,322.6,949,2.4,2,0,2
E01003094,Lambeth 010C,E02000627,Lambeth 010,E09000022,Lambeth,E12000007,London,1539,1539,0,189.3,675,2.3,0,0,0
E01003095,Lambeth 012E,E02000629,Lambeth 012,E09000022,Lambeth,E12000007,London,1838,1834,4,118.7,760,2.4,0,0,0
E01003096,Lambeth 010D,E02000627,Lambeth 010,E09000022,Lambeth,E12000007,London,2071,2062,9,145.0,926,2.2,1,0,1
E01003097,Lambeth 006A,E02000623,Lambeth 006,E09000022,Lambeth,E12000007,London,1671,1671,0,170.3,724,2.3,1,0,1
E01003098,Lambeth 005A,E02000622,Lambeth 005,E09000022,Lambeth,E12000007,London,1558,1544,14,194.0,645,2.4,0,0,0
E01003099,Lambeth 005B,E02000622,Lambeth 005,E09000022,Lambeth,E12000007,London,1590,1590,0,52.3,666,2.4,6,0,6
E01003100,Lambeth 005C,E02000622,Lambeth 005,E09000022,Lambeth,E12000007,London,1942,1928,14,191.1,878,2.2,6,1,9
E01003101,Lambeth 003A,E02000620,Lambeth 003,E09000022,Lambeth,E12000007,London,1568,1568,0,135.3,685,2.3,1,0,1
E01003102,Lambeth 004A,E02000621,Lambeth 004,E09000022,Lambeth,E12000007,London,1738,1655,83,104.8,844,2.0,7,0,7
E01003104,Lambeth 004C,E02000621,Lambeth 004,E09000022,Lambeth,E12000007,London,1608,1608,0,196.6,777,2.1,2,0,2
E01003105,Lambeth 003B,E02000620,Lambeth 003,E09000022,Lambeth,E12000007,London,1673,1673,0,174.6,780,2.1,0,0,0
E01003106,Lambeth 003C,E02000620,Lambeth 003,E09000022,Lambeth,E12000007,London,1962,1942,20,164.9,911,2.1,3,0,3
E01003107,Lambeth 003D,E02000620,Lambeth 003,E09000022,Lambeth,E12000007,London,1912,1912,0,147.6,929,2.1,4,0,4
E01003108,Lambeth 002B,E02000619,Lambeth 002,E09000022,Lambeth,E12000007,London,1555,1536,19,194.1,755,2.0,1,1,4
E01003109,Lambeth 003E,E02000620,Lambeth 003,E09000022,Lambeth,E12000007,London,2255,2255,0,84.7,1093,2.1,0,0,0
E01003110,Lambeth 002C,E02000619,Lambeth 002,E09000022,Lambeth,E12000007,London,1873,1825,48,124.3,849,2.1,2,0,2
E01003111,Lambeth 002D,E02000619,Lambeth 002,E09000022,Lambeth,E12000007,London,1530,1530,0,208.2,638,2.4,0,0,0
E01003112,Lambeth 002E,E02000619,Lambeth 002,E09000022,Lambeth,E12000007,London,1502,1502,0,101.1,771,1.9,1,0,1
E01003113,Lambeth 032A,E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,1988,1922,66,120.9,817,2.4,0,0,0
E01003114,Lambeth 032B,E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,1817,1812,5,91.6,765,2.4,1,0,1
E01003115,Lambeth 034A,E02000651,Lambeth 034,E09000022,Lambeth,E12000007,London,1618,1601,17,148.7,669,2.4,2,0,2
E01003116,Lambeth 029A,E02000646,Lambeth 029,E09000022,Lambeth,E12000007,London,1598,1583,15,56.7,634,2.5,0,0,0
E01003117,Lambeth 029B,E02000646,Lambeth 029,E09000022,Lambeth,E12000007,London,1926,1914,12,114.9,841,2.3,2,0,2
E01003118,Lambeth 029C,E02000646,Lambeth 029,E09000022,Lambeth,E12000007,London,1735,1677,58,82.0,688,2.4,2,0,2
E01003119,Lambeth 032C,E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,1885,1833,52,110.4,813,2.3,1,0,1
E01003120,Lambeth 032D,E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,1983,1939,44,136.2,961,2.0,1,0,1
E01003121,Lambeth 006B,E02000623,Lambeth 006,E09000022,Lambeth,E12000007,London,1624,1624,0,262.8,691,2.4,0,0,0
E01003122,Lambeth 004D,E02000621,Lambeth 004,E09000022,Lambeth,E12000007,London,1813,1811,2,175.7,870,2.1,3,0,3
E01003123,Lambeth 006C,E02000623,Lambeth 006,E09000022,Lambeth,E12000007,London,1489,1484,5,103.0,683,2.2,0,0,0
E01003124,Lambeth 006D,E02000623,Lambeth 006,E09000022,Lambeth,E12000007,London,1444,1438,6,177.6,619,2.3,2,0,2
E01003125,Lambeth 006E,E02000623,Lambeth 006,E09000022,Lambeth,E12000007,London,1762,1762,0,241.7,692,2.5,2,0,2
E01003126,Lambeth 008D,E02000625,Lambeth 008,E09000022,Lambeth,E12000007,London,1532,1532,0,156.5,645,2.4,4,0,4
E01003127,Lambeth 010E,E02000627,Lambeth 010,E09000022,Lambeth,E12000007,London,1773,1773,0,132.0,755,2.3,2,0,2
E01003128,Lambeth 008E,E02000625,Lambeth 008,E09000022,Lambeth,E12000007,London,1501,1499,2,173.1,664,2.3,1,1,4
E01003129,Lambeth 004E,E02000621,Lambeth 004,E09000022,Lambeth,E12000007,London,1839,1839,0,212.8,808,2.3,1,0,1
E01003130,Lambeth 026A,E02000643,Lambeth 026,E09000022,Lambeth,E12000007,London,1740,1735,5,117.8,739,2.3,2,0,2
E01003131,Lambeth 026B,E02000643,Lambeth 026,E09000022,Lambeth,E12000007,London,1447,1447,0,79.1,617,2.3,3,0,3
E01003132,Lambeth 024A,E02000641,Lambeth 024,E09000022,Lambeth,E12000007,London,1522,1413,109,107.0,536,2.6,0,0,0
E01003133,Lambeth 027C,E02000644,Lambeth 027,E09000022,Lambeth,E12000007,London,1719,1719,0,98.9,765,2.2,1,0,1
E01003134,Lambeth 027D,E02000644,Lambeth 027,E09000022,Lambeth,E12000007,London,1556,1552,4,96.5,619,2.5,0,0,0
E01003135,Lambeth 026C,E02000643,Lambeth 026,E09000022,Lambeth,E12000007,London,1684,1684,0,163.2,724,2.3,0,0,0
E01003136,Lambeth 022A,E02000639,Lambeth 022,E09000022,Lambeth,E12000007,London,1583,1583,0,135.9,735,2.2,0,0,0
E01003137,Lambeth 022B,E02000639,Lambeth 022,E09000022,Lambeth,E12000007,London,1475,1446,29,130.9,676,2.1,5,0,5
E01003138,Lambeth 026D,E02000643,Lambeth 026,E09000022,Lambeth,E12000007,London,1537,1531,6,116.1,689,2.2,0,0,0
E01003139,Lambeth 035A,E02000652,Lambeth 035,E09000022,Lambeth,E12000007,London,1564,1564,0,122.6,542,2.9,2,0,2
E01003140,Lambeth 035B,E02000652,Lambeth 035,E09000022,Lambeth,E12000007,London,1489,1489,0,107.6,492,3.0,0,0,0
E01003141,Lambeth 034B,E02000651,Lambeth 034,E09000022,Lambeth,E12000007,London,1715,1707,8,105.2,723,2.4,3,0,3
E01003142,Lambeth 035C,E02000652,Lambeth 035,E09000022,Lambeth,E12000007,London,1359,1359,0,98.9,453,3.0,1,0,1
E01003143,Lambeth 035D,E02000652,Lambeth 035,E09000022,Lambeth,E12000007,London,1434,1395,39,88.8,516,2.7,0,0,0
E01003144,Lambeth 034C,E02000651,Lambeth 034,E09000022,Lambeth,E12000007,London,1569,1499,70,31.1,520,2.9,3,0,3
E01003145,Lambeth 034D,E02000651,Lambeth 034,E09000022,Lambeth,E12000007,London,1699,1675,24,102.5,783,2.1,3,0,3
E01003146,Lambeth 035E,E02000652,Lambeth 035,E09000022,Lambeth,E12000007,London,1517,1517,0,123.8,524,2.9,2,0,2
E01003147,Lambeth 034E,E02000651,Lambeth 034,E09000022,Lambeth,E12000007,London,1990,1974,16,112.4,797,2.5,2,0,2
E01003148,Lambeth 032E,E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,1792,1777,15,92.2,762,2.3,0,0,0
E01003149,Lambeth 030D,E02000647,Lambeth 030,E09000022,Lambeth,E12000007,London,1791,1693,98,67.4,694,2.4,2,0,2
E01003150,Lambeth 032F,E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,1716,1690,26,105.8,769,2.2,4,0,4
E01003151,Lambeth 026E,E02000643,Lambeth 026,E09000022,Lambeth,E12000007,London,1961,1950,11,145.8,820,2.4,3,0,3
E01003152,Lambeth 027E,E02000644,Lambeth 027,E09000022,Lambeth,E12000007,London,1945,1945,0,88.3,761,2.6,2,0,2
E01003153,Lambeth 029D,E02000646,Lambeth 029,E09000022,Lambeth,E12000007,London,2066,2066,0,169.1,929,2.2,8,0,8
E01003154,Lambeth 030E,E02000647,Lambeth 030,E09000022,Lambeth,E12000007,London,1839,1836,3,98.2,786,2.3,2,0,2
E01003155,Lambeth 029E,E02000646,Lambeth 029,E09000022,Lambeth,E12000007,London,1796,1743,53,108.8,750,2.3,0,0,0
E01003156,Lambeth 023B,E02000640,Lambeth 023,E09000022,Lambeth,E12000007,London,1555,1555,0,133.1,665,2.3,0,0,0
E01003157,Lambeth 023C,E02000640,Lambeth 023,E09000022,Lambeth,E12000007,London,1549,1549,0,92.4,577,2.7,0,0,0
E01003158,Lambeth 023D,E02000640,Lambeth 023,E09000022,Lambeth,E12000007,London,1596,1596,0,128.6,737,2.2,0,0,0
E01003159,Lambeth 022C,E02000639,Lambeth 022,E09000022,Lambeth,E12000007,London,1473,1473,0,101.7,599,2.5,2,0,2
E01003160,Lambeth 022D,E02000639,Lambeth 022,E09000022,Lambeth,E12000007,London,1462,1462,0,144.8,558,2.6,0,0,0
E01003161,Lambeth 023E,E02000640,Lambeth 023,E09000022,Lambeth,E12000007,London,1250,1237,13,105.1,498,2.5,0,0,0
E01003162,Lambeth 022E,E02000639,Lambeth 022,E09000022,Lambeth,E12000007,London,2126,2126,0,194.5,830,2.6,4,0,4
E01003163,Lambeth 023F,E02000640,Lambeth 023,E09000022,Lambeth,E12000007,London,1515,1515,0,75.7,588,2.6,0,0,0
E01003164,Lambeth 025A,E02000642,Lambeth 025,E09000022,Lambeth,E12000007,London,2120,2118,2,116.8,935,2.3,5,0,5
E01003165,Lambeth 025B,E02000642,Lambeth 025,E09000022,Lambeth,E12000007,London,1610,1610,0,87.9,712,2.3,2,0,2
E01003166,Lambeth 028D,E02000645,Lambeth 028,E09000022,Lambeth,E12000007,London,2290,2279,11,99.0,1020,2.2,6,0,6
E01003167,Lambeth 028E,E02000645,Lambeth 028,E09000022,Lambeth,E12000007,London,1723,1723,0,86.6,681,2.5,0,0,0
E01003168,Lambeth 025C,E02000642,Lambeth 025,E09000022,Lambeth,E12000007,London,1584,1584,0,76.3,647,2.4,0,0,0
E01003169,Lambeth 025D,E02000642,Lambeth 025,E09000022,Lambeth,E12000007,London,2455,2446,9,129.1,1071,2.3,7,0,7
E01003170,Lambeth 025E,E02000642,Lambeth 025,E09000022,Lambeth,E12000007,London,1859,1859,0,57.8,797,2.3,5,0,5
E01003171,Lambeth 020B,E02000637,Lambeth 020,E09000022,Lambeth,E12000007,London,1745,1740,5,167.3,827,2.1,1,0,1
E01003172,Lambeth 024B,E02000641,Lambeth 024,E09000022,Lambeth,E12000007,London,1949,1922,27,159.9,815,2.4,2,0,2
E01003173,Lambeth 020C,E02000637,Lambeth 020,E09000022,Lambeth,E12000007,London,1610,1610,0,128.5,694,2.3,1,0,1
E01003174,Lambeth 024C,E02000641,Lambeth 024,E09000022,Lambeth,E12000007,London,2045,2045,0,134.9,829,2.5,1,0,1
E01003175,Lambeth 024D,E02000641,Lambeth 024,E09000022,Lambeth,E12000007,London,1610,1610,0,132.7,608,2.6,0,0,0
E01003176,Lambeth 016E,E02000633,Lambeth 016,E09000022,Lambeth,E12000007,London,1906,1906,0,150.0,780,2.4,5,0,5
E01003177,Lambeth 020D,E02000637,Lambeth 020,E09000022,Lambeth,E12000007,London,1648,1648,0,169.5,703,2.3,3,0,3
E01003178,Lambeth 020E,E02000637,Lambeth 020,E09000022,Lambeth,E12000007,London,1605,1576,29,149.3,712,2.2,1,0,1
E01003179,Lambeth 024E,E02000641,Lambeth 024,E09000022,Lambeth,E12000007,London,1653,1648,5,226.4,654,2.5,2,0,2
E01003180,Lambeth 005D,E02000622,Lambeth 005,E09000022,Lambeth,E12000007,London,1506,1471,35,107.1,662,2.2,2,0,2
E01003181,Lambeth 007A,E02000624,Lambeth 007,E09000022,Lambeth,E12000007,London,1472,1449,23,181.1,644,2.3,1,0,1
E01003182,Lambeth 009D,E02000626,Lambeth 009,E09000022,Lambeth,E12000007,London,1822,1804,18,100.9,720,2.5,0,0,0
E01003183,Lambeth 005E,E02000622,Lambeth 005,E09000022,Lambeth,E12000007,London,1498,1498,0,98.7,631,2.4,5,0,5
E01003184,Lambeth 007B,E02000624,Lambeth 007,E09000022,Lambeth,E12000007,London,1414,1414,0,253.9,586,2.4,1,0,1
E01003185,Lambeth 007C,E02000624,Lambeth 007,E09000022,Lambeth,E12000007,London,1655,1645,10,188.1,768,2.1,1,0,1
E01003186,Lambeth 007D,E02000624,Lambeth 007,E09000022,Lambeth,E12000007,London,1948,1939,9,93.4,876,2.2,3,0,3
E01003187,Lambeth 007E,E02000624,Lambeth 007,E09000022,Lambeth,E12000007,London,1487,1486,1,104.9,626,2.4,0,0,0
E01003188,Lambeth 009E,E02000626,Lambeth 009,E09000022,Lambeth,E12000007,London,1341,1336,5,165.6,554,2.4,0,0,0
E01003189,Lewisham 034A,E02000686,Lewisham 034,E09000023,Lewisham,E12000007,London,1670,1662,8,87.4,624,2.7,0,0,0
E01003190,Lewisham 034B,E02000686,Lewisham 034,E09000023,Lewisham,E12000007,London,1878,1877,1,57.6,809,2.3,0,0,0
E01003191,Lewisham 034C,E02000686,Lewisham 034,E09000023,Lewisham,E12000007,London,1494,1494,0,75.6,665,2.2,0,0,0
E01003192,Lewisham 034D,E02000686,Lewisham 034,E09000023,Lewisham,E12000007,London,1639,1639,0,16.1,741,2.2,0,0,0
E01003193,Lewisham 029A,E02000681,Lewisham 029,E09000023,Lewisham,E12000007,London,1568,1568,0,45.0,666,2.4,0,0,0
E01003194,Lewisham 029B,E02000681,Lewisham 029,E09000023,Lewisham,E12000007,London,1678,1678,0,50.9,716,2.3,0,0,0
E01003195,Lewisham 029C,E02000681,Lewisham 029,E09000023,Lewisham,E12000007,London,1547,1547,0,78.9,637,2.4,0,0,0
E01003196,Lewisham 029D,E02000681,Lewisham 029,E09000023,Lewisham,E12000007,London,1673,1673,0,62.6,624,2.7,0,0,0
E01003197,Lewisham 029E,E02000681,Lewisham 029,E09000023,Lewisham,E12000007,London,1628,1628,0,76.6,625,2.6,0,0,0
E01003198,Lewisham 009A,E02000661,Lewisham 009,E09000023,Lewisham,E12000007,London,1461,1406,55,86.3,639,2.2,0,0,0
E01003199,Lewisham 007A,E02000659,Lewisham 007,E09000023,Lewisham,E12000007,London,1728,1715,13,54.6,801,2.1,6,0,6
E01003200,Lewisham 009B,E02000661,Lewisham 009,E09000023,Lewisham,E12000007,London,1553,1553,0,21.0,756,2.1,6,0,6
E01003201,Lewisham 007B,E02000659,Lewisham 007,E09000023,Lewisham,E12000007,London,1664,1626,38,106.3,680,2.4,2,0,2
E01003202,Lewisham 009C,E02000661,Lewisham 009,E09000023,Lewisham,E12000007,London,1559,1559,0,67.5,764,2.0,4,0,4
E01003203,Lewisham 009D,E02000661,Lewisham 009,E09000023,Lewisham,E12000007,London,1769,1757,12,119.4,980,1.8,3,0,3
E01003204,Lewisham 007C,E02000659,Lewisham 007,E09000023,Lewisham,E12000007,London,1391,1370,21,54.1,603,2.3,1,0,1
E01003205,Lewisham 007D,E02000659,Lewisham 007,E09000023,Lewisham,E12000007,London,1332,1332,0,148.0,502,2.7,3,0,3
E01003206,Lewisham 007E,E02000659,Lewisham 007,E09000023,Lewisham,E12000007,London,1582,1568,14,77.0,698,2.2,0,0,0
E01003207,Lewisham 005A,E02000657,Lewisham 005,E09000023,Lewisham,E12000007,London,1399,1399,0,115.7,615,2.3,2,0,2
E01003209,Lewisham 005B,E02000657,Lewisham 005,E09000023,Lewisham,E12000007,London,2007,1868,139,158.4,778,2.4,7,0,7
E01003210,Lewisham 005C,E02000657,Lewisham 005,E09000023,Lewisham,E12000007,London,1746,1727,19,92.6,850,2.0,4,0,4
E01003211,Lewisham 008B,E02000660,Lewisham 008,E09000023,Lewisham,E12000007,London,1566,1554,12,77.8,753,2.1,3,0,3
E01003212,Lewisham 005D,E02000657,Lewisham 005,E09000023,Lewisham,E12000007,London,1976,1976,0,87.8,867,2.3,3,0,3
E01003213,Lewisham 008C,E02000660,Lewisham 008,E09000023,Lewisham,E12000007,London,1938,1834,104,90.4,813,2.3,0,0,0
E01003214,Lewisham 008D,E02000660,Lewisham 008,E09000023,Lewisham,E12000007,London,1772,1755,17,113.2,745,2.4,4,0,4
E01003215,Lewisham 005E,E02000657,Lewisham 005,E09000023,Lewisham,E12000007,London,1950,1596,354,91.7,666,2.4,4,0,4
E01003216,Lewisham 025A,E02000677,Lewisham 025,E09000023,Lewisham,E12000007,London,1875,1824,51,88.6,689,2.6,1,0,1
E01003217,Lewisham 022A,E02000674,Lewisham 022,E09000023,Lewisham,E12000007,London,1670,1667,3,103.9,622,2.7,0,0,0
E01003218,Lewisham 022B,E02000674,Lewisham 022,E09000023,Lewisham,E12000007,London,1498,1498,0,105.3,539,2.8,0,0,0
E01003219,Lewisham 025B,E02000677,Lewisham 025,E09000023,Lewisham,E12000007,London,1647,1647,0,78.6,631,2.6,0,0,0
E01003220,Lewisham 022C,E02000674,Lewisham 022,E09000023,Lewisham,E12000007,London,1554,1499,55,86.5,604,2.5,0,0,0
E01003221,Lewisham 025C,E02000677,Lewisham 025,E09000023,Lewisham,E12000007,London,1962,1917,45,58.8,769,2.5,4,0,4
E01003222,Lewisham 022D,E02000674,Lewisham 022,E09000023,Lewisham,E12000007,London,1632,1632,0,89.2,629,2.6,0,0,0
E01003223,Lewisham 025D,E02000677,Lewisham 025,E09000023,Lewisham,E12000007,London,1715,1715,0,58.1,603,2.8,2,0,2
E01003224,Lewisham 022E,E02000674,Lewisham 022,E09000023,Lewisham,E12000007,London,1661,1648,13,109.2,626,2.6,3,0,3
E01003225,Lewisham 015A,E02000667,Lewisham 015,E09000023,Lewisham,E12000007,London,1507,1507,0,70.8,590,2.6,0,0,0
E01003226,Lewisham 019A,E02000671,Lewisham 019,E09000023,Lewisham,E12000007,London,1742,1742,0,96.2,709,2.5,4,0,4
E01003227,Lewisham 019B,E02000671,Lewisham 019,E09000023,Lewisham,E12000007,London,1658,1658,0,67.2,678,2.4,1,0,1
E01003228,Lewisham 019C,E02000671,Lewisham 019,E09000023,Lewisham,E12000007,London,1512,1487,25,106.3,673,2.2,1,0,1
E01003229,Lewisham 019D,E02000671,Lewisham 019,E09000023,Lewisham,E12000007,London,1558,1555,3,72.9,742,2.1,3,0,3
E01003230,Lewisham 019E,E02000671,Lewisham 019,E09000023,Lewisham,E12000007,London,1933,1933,0,91.7,866,2.2,3,0,3
E01003231,Lewisham 015B,E02000667,Lewisham 015,E09000023,Lewisham,E12000007,London,1606,1603,3,92.9,687,2.3,4,0,4
E01003232,Lewisham 015C,E02000667,Lewisham 015,E09000023,Lewisham,E12000007,London,1719,1714,5,84.5,649,2.6,2,0,2
E01003233,Lewisham 015D,E02000667,Lewisham 015,E09000023,Lewisham,E12000007,London,1702,1702,0,123.2,669,2.5,0,0,0
E01003235,Lewisham 038A,E02006784,Lewisham 038,E09000023,Lewisham,E12000007,London,1279,1279,0,26.2,523,2.4,2,0,2
E01003236,Lewisham 037A,E02006783,Lewisham 037,E09000023,Lewisham,E12000007,London,1590,1590,0,89.9,648,2.5,4,0,4
E01003237,Lewisham 037B,E02006783,Lewisham 037,E09000023,Lewisham,E12000007,London,1471,1471,0,56.7,608,2.4,3,0,3
E01003238,Lewisham 037C,E02006783,Lewisham 037,E09000023,Lewisham,E12000007,London,1407,1407,0,108.5,565,2.5,1,0,1
E01003239,Lewisham 037D,E02006783,Lewisham 037,E09000023,Lewisham,E12000007,London,1428,1428,0,65.0,564,2.5,1,0,1
E01003240,Lewisham 038B,E02006784,Lewisham 038,E09000023,Lewisham,E12000007,London,1789,1788,1,85.6,725,2.5,5,0,5
E01003241,Lewisham 038C,E02006784,Lewisham 038,E09000023,Lewisham,E12000007,London,1541,1541,0,54.1,695,2.2,1,0,1
E01003243,Lewisham 038D,E02006784,Lewisham 038,E09000023,Lewisham,E12000007,London,1358,1358,0,55.6,581,2.3,5,0,5
E01003244,Lewisham 001A,E02000653,Lewisham 001,E09000023,Lewisham,E12000007,London,1629,1629,0,243.1,618,2.6,2,0,2
E01003245,Lewisham 001B,E02000653,Lewisham 001,E09000023,Lewisham,E12000007,London,1559,1559,0,141.6,584,2.7,0,0,0
E01003246,Lewisham 002A,E02000654,Lewisham 002,E09000023,Lewisham,E12000007,London,1439,1438,1,59.6,559,2.6,0,0,0
E01003247,Lewisham 001C,E02000653,Lewisham 001,E09000023,Lewisham,E12000007,London,1673,1673,0,84.6,685,2.4,1,0,1
E01003248,Lewisham 002B,E02000654,Lewisham 002,E09000023,Lewisham,E12000007,London,1622,1619,3,63.6,718,2.3,4,0,4
E01003249,Lewisham 001D,E02000653,Lewisham 001,E09000023,Lewisham,E12000007,London,1928,1909,19,172.9,897,2.1,2,0,2
E01003250,Lewisham 001E,E02000653,Lewisham 001,E09000023,Lewisham,E12000007,London,1755,1755,0,92.4,763,2.3,6,0,6
E01003251,Lewisham 002C,E02000654,Lewisham 002,E09000023,Lewisham,E12000007,London,2003,2003,0,87.3,777,2.6,3,0,3
E01003252,Lewisham 002D,E02000654,Lewisham 002,E09000023,Lewisham,E12000007,London,1557,1557,0,217.5,613,2.5,1,0,1
E01003253,Lewisham 002E,E02000654,Lewisham 002,E09000023,Lewisham,E12000007,London,1438,1438,0,97.0,669,2.1,1,0,1
E01003254,Lewisham 021A,E02000673,Lewisham 021,E09000023,Lewisham,E12000007,London,1437,1418,19,44.5,602,2.4,0,0,0
